"094年12月02日每日收盤行情(水泥工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1101","台泥","10,437,275","2,052","224,476,814","21.45","21.65","21.25","21.60","+","0.15","21.55","30","21.60","196","10.33",
"1102","亞泥","3,057,035","523","57,304,726","18.75","18.80","18.65","18.80","+","0.25","18.75","27","18.80","310","7.49",
"1103","嘉泥","340,100","94","4,662,162","13.70","13.90","13.60","13.75","+","0.05","13.65","1","13.75","1","",
"1104","環泥","908,931","172","9,206,421","10.20","10.20","10.10","10.10","-","0.05","10.10","135","10.15","62","9.53",
"1108","幸福","512,000","85","3,581,790","7.01","7.05","6.96","7.02","+","0.02","6.99","12","7.02","22","",
"1109","信大","87,000","14","782,690","9.00","9.03","8.99","9.00","+","0.01","9.00","20","9.03","2","19.15",
"1110","東泥","299,000","72","1,738,820","5.81","5.88","5.79","5.80","-","0.01","5.80","5","5.81","6","21.48",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

