"095年03月02日每日收盤行情(建材營造)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1316","上曜","93,710","31","242,044","2.58","2.63","2.52","2.58","+","0.01","2.53","12","2.58","2","",
"1436","華友聯","392,000","35","3,015,000","7.69","7.71","7.65","7.65","-","0.05","7.60","50","7.64","16","",
"1438","裕豐","9,230,000","29","10,337,600","1.12","1.12","1.12","1.12","X","0.00","--","0","1.12","2","",
"1442","名軒","46,075","12","407,651","8.90","8.90","8.70","8.88","-","0.02","8.75","5","8.88","8","13.25",
"1805","寶徠","183,499","30","196,989","1.03","1.10","1.03","1.06","-","0.01","1.05","15","1.06","4","",
"1808","潤隆","32,553","32","813,764","25.30","25.70","24.70","25.00","-","0.80","25.00","11","25.55","1","7.81",
"2501","國建","6,497,964","1,065","103,747,154","16.05","16.15","15.85","16.00","+","0.15","15.95","178","16.00","50","800.00",
"2504","國產","2,658,025","478","22,551,003","8.48","8.52","8.43","8.50","+","0.04","8.50","10","8.51","24","10.24",
"2505","國揚","532,997","166","5,063,187","9.60","9.60","9.38","9.55","+","0.23","9.45","5","9.55","7","",
"2506","太設","784,339","104","1,436,329","1.85","1.85","1.82","1.82","-","0.01","1.82","22","1.83","61","",
"2509","全坤建","138,738","63","1,228,304","8.86","8.93","8.80","8.93","+","0.13","8.82","5","8.94","5","10.76",
"2511","太子","634,826","140","5,502,514","8.68","8.74","8.56","8.56","-","0.12","8.56","9","8.60","5","6.48",
"2515","中工","3,233,337","433","12,910,703","3.98","4.01","3.98","3.98","+","0.01","3.98","402","3.99","35","28.43",
"2516","新建","470,475","80","1,388,957","2.95","2.98","2.92","2.92","-","0.01","2.92","9","2.96","15","",
"2520","冠德","1,456,071","293","11,026,824","7.60","7.65","7.50","7.50"," ","0.00","7.50","95","7.52","1","",
"2524","京城","1,683,282","807","62,128,115","36.50","37.70","36.30","36.75","+","0.65","36.70","35","36.75","1","7.59",
"2526","大陸","337,610","174","4,643,614","13.85","13.85","13.65","13.70"," ","0.00","13.70","9","13.80","73","8.06",
"2527","宏璟","522,901","158","3,064,807","5.60","6.03","5.60","5.80","+","0.15","5.78","15","5.81","10","",
"2530","華建","5,080,539","720","25,139,428","4.97","5.10","4.85","4.88","-","0.07","4.88","190","4.89","36","",
"2534","宏盛","7,468,712","1,577","158,307,902","21.60","21.60","20.90","21.15","+","0.05","21.15","30","21.20","150","124.41",
"2535","達欣工","3,427,962","572","27,576,583","7.79","8.26","7.72","8.26","+","0.50","8.20","3","8.26","43","",
"2536","宏普","3,099,214","679","71,312,000","23.00","23.20","22.60","23.20","+","0.75","23.10","30","23.20","5","6.54",
"2537","聯上發","59,000","6","158,810","2.69","2.70","2.69","2.70","-","0.01","2.53","5","2.70","25","",
"2538","基泰","231,110","44","1,631,182","7.10","7.15","7.03","7.05","+","0.04","7.05","10","7.06","13","",
"2539","櫻花建","11,000","3","31,180","3.18","3.18","2.80","2.80","-","0.21","--","0","3.20","8","",
"2540","愛山林","2,000","2","3,290","1.61","1.68","1.61","1.68","+","0.02","1.68","9","1.75","3","",
"2542","興富發","9,777,420","2,462","284,607,821","29.00","29.45","28.70","29.15","+","0.65","29.15","170","29.20","192","16.56",
"2543","皇昌","163,472","43","1,166,374","7.20","7.20","7.11","7.12","-","0.08","7.12","1","7.18","1","5.56",
"2545","皇翔","388,244","158","9,602,527","24.50","25.00","24.50","24.75","+","0.40","24.70","1","24.75","10","5.12",
"2546","根基","107,688","28","588,499","5.52","5.53","5.36","5.48","-","0.02","5.38","10","5.48","21","9.96",
"2547","日勝生","1,639,120","374","21,999,677","13.40","13.70","13.15","13.15","-","0.30","13.10","99","13.15","3","42.42",
"2548","華固","1,465,400","585","54,598,550","37.30","37.60","36.90","37.10","+","0.10","37.10","1","37.15","9","5.65",
"2841","台開","525,005","93","4,295,350","8.22","8.25","8.14","8.14","-","0.06","8.14","61","8.17","4","15.65",
"3052","夆典","209,119","50","766,851","3.65","3.79","3.60","3.60","-","0.05","3.60","22","3.70","2","",
"3056","總太","54,000","22","336,630","6.40","6.40","6.15","6.30","+","0.20","6.00","4","6.30","10","",
"5515","建國","215,199","40","2,621,597","12.30","12.30","11.95","11.95","-","0.35","11.95","1","12.15","6","7.42",
"5525","順天","106,146","34","2,200,893","20.60","20.90","20.60","20.75","+","0.15","20.75","8","20.80","6","6.59",
"5531","鄉林","131,250","81","3,612,675","27.65","28.00","27.20","27.40"," ","0.00","27.40","5","27.55","1","6.70",
"5534","長虹","927,100","236","33,020,095","35.25","35.90","35.25","35.55","+","0.20","35.55","33","35.60","14","6.69",
"9906","欣巴巴","123","1","124","--","--","--","--"," ","0.00","1.01","8","1.05","1","",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

