"095年08月01日每日收盤行情(造紙工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1902","台紙","1,494,312","354","10,393,277","6.84","7.05","6.84","7.00","+","0.16","7.00","31","7.01","25","",
"1903","士紙","279,280","164","11,149,844","39.70","40.50","39.60","40.25","+","0.55","40.05","1","40.25","3","",
"1904","正隆","3,207,485","702","32,783,707","10.20","10.30","10.10","10.30","+","0.20","10.25","77","10.30","186","18.73",
"1905","華紙","3,329,860","584","52,642,795","15.95","15.95","15.65","15.80","-","0.20","15.75","79","15.80","7","13.86",
"1906","寶隆","75,365","21","281,137","3.64","3.79","3.63","3.75","+","0.10","3.69","1","3.75","39","22.06",
"1907","永豐餘","855,286","227","10,472,935","12.30","12.35","12.15","12.25","-","0.05","12.25","59","12.30","26","11.89",
"1909","榮成","5,578,399","1,021","50,072,495","8.62","9.11","8.61","9.11","+","0.59","9.11","903","--","0","10.24",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

