"094年06月24日每日收盤行情(觀光事業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"2701","萬企","2,057,325","796","33,902,842","16.35","16.70","16.05","16.50","+","0.20","16.45","2","16.50","33","25.78",
"2702","華園","7,737,331","2,609","248,231,157","30.65","32.80","30.50","32.55","+","1.85","32.55","15","32.60","26","",
"2704","國賓","7,241,484","1,280","194,753,772","26.50","27.20","26.40","27.20","+","0.70","27.10","30","27.20","44","55.51",
"2705","六福","15,456,988","4,084","338,563,138","21.50","22.25","21.50","21.75","+","0.15","21.75","68","21.80","5","",
"2706","第一店","612,001","316","15,750,125","25.20","26.15","25.20","25.60"," ","0.00","25.50","6","25.60","9","21.88",
"2707","晶華","520,326","167","27,485,193","52.40","53.10","52.10","53.00","+","0.90","52.90","10","53.00","65","15.59",
"9943","好樂迪","90,506","46","2,257,084","24.95","25.00","24.80","24.80","-","0.40","24.75","3","25.00","14","12.53",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

