"094年06月10日每日收盤行情(鋼鐵工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"2002","中鋼","27,234,630","5,325","841,521,647","30.95","31.00","30.80","30.85","-","0.05","30.85","234","30.90","43","5.38",
"2002A","中鋼特","40,000","9","1,310,300","32.70","32.85","32.70","32.75","-","0.05","32.75","17","32.80","12","",
"2006","東和鋼鐵","5,873,540","933","125,342,233","21.15","21.45","21.15","21.25","+","0.10","21.25","75","21.30","22","4.69",
"2007","燁興","9,741,779","1,526","59,930,782","5.99","6.30","5.95","6.05","+","0.15","6.05","20","6.07","4","",
"2008","高興昌","4,653,412","926","47,777,497","10.05","10.50","10.00","10.15","+","0.15","10.10","9","10.15","1","",
"2009","第一銅","8,879,969","1,616","94,691,554","10.50","10.95","10.40","10.60","+","0.20","10.60","1","10.65","262","14.93",
"2010","春源","1,005,922","257","19,067,832","18.85","19.10","18.85","18.95","+","0.10","18.90","10","18.95","45","5.67",
"2012","春雨","973,169","230","8,485,061","8.56","8.85","8.56","8.70","+","0.14","8.70","3","8.72","2","7.37",
"2013","中鋼構","36,658","26","545,164","14.95","14.95","14.85","14.85"," ","0.00","14.80","15","14.85","2","17.68",
"2014","中鴻","20,950,228","2,790","310,975,676","14.75","15.10","14.60","14.60","-","0.05","14.60","561","14.65","25","9.93",
"2015","豐興","1,404,441","381","43,697,841","31.00","31.40","30.90","31.05","-","0.05","31.00","87","31.05","13","4.26",
"2017","官田鋼","2,596,560","540","18,705,663","7.06","7.39","7.04","7.04","+","0.01","7.03","15","7.04","13","39.11",
"2020","美亞","2,917,301","443","62,533,772","20.95","21.90","20.95","21.30","+","0.35","21.30","24","21.40","7","6.87",
"2022","聚亨","1,606,591","352","12,670,377","7.80","7.99","7.80","7.83","+","0.06","7.82","10","7.83","69","5.67",
"2023","燁輝","5,564,366","1,069","93,701,808","16.80","16.95","16.65","16.75","+","0.10","16.70","191","16.75","23","6.39",
"2024","志聯","1,276,000","278","5,866,210","4.41","4.75","4.41","4.51","-","0.01","4.51","15","4.53","4","90.20",
"2025","千興","22,455,000","2,734","163,074,010","6.95","7.41","6.95","7.24","+","0.31","7.24","194","7.25","10","",
"2027","大成鋼","4,192,732","782","71,739,644","17.20","17.35","16.75","16.80","+","0.05","16.80","78","16.90","2","6.94",
"2028","威致","1,073,578","227","6,342,995","5.80","6.00","5.80","5.81","-","0.01","5.81","5","5.86","12","",
"2029","盛餘","661,412","216","22,522,586","34.20","34.30","33.90","34.00"," ","0.00","33.90","23","34.00","5","5.78",
"2030","彰源","605,727","239","12,039,802","19.90","20.10","19.70","19.70","+","0.05","19.70","14","19.85","6","4.83",
"2031","新光鋼","898,676","345","29,546,484","32.70","33.15","32.60","32.70"," ","0.00","32.60","30","32.70","1","5.27",
"2032","新鋼","194,718","76","3,188,687","16.30","16.60","16.20","16.30"," ","0.00","16.30","30","16.40","9","8.91",
"2033","佳大","417,752","99","4,944,024","11.80","11.90","11.80","11.85","+","0.05","11.80","106","11.85","18","14.28",
"2034","允強","5,975,886","1,649","151,114,414","25.45","25.80","24.70","24.90","-","0.30","24.90","48","25.00","310","7.41",
"3004","豐達科","65,000","8","168,060","2.51","2.60","2.51","2.60","-","0.01","2.60","26","2.65","20","",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

