"095年12月18日每日收盤行情(其他)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1107","建台","1,096,800","63","2,314,246","2.11","2.11","2.11","2.11","-","0.15","--","0","2.11","1,566","6.39",
"1416","廣豐","7,236,448","611","66,575,314","9.20","9.20","9.20","9.20","+","0.60","9.20","26,010","--","0","",
"1435","中福","32,440","12","174,996","5.10","5.76","5.10","5.70","+","0.30","5.26","5","5.70","29","114.00",
"1437","勤益控","5,956,727","1,691","158,895,599","27.25","27.25","26.20","26.60","-","0.70","26.55","182","26.60","38","24.63",
"1516","川飛","2,321,231","476","16,471,491","6.96","7.17","6.96","7.17","+","0.46","7.17","274","--","0","358.50",
"1520","復盛","532,119","269","17,117,545","32.05","32.25","31.85","32.25","+","0.20","32.25","2","32.30","45","11.64",
"2348","海悅","2,210,141","999","73,981,423","32.50","34.00","32.00","33.70","+","1.85","33.70","4","33.90","9","",
"2358","廷鑫","117,071","69","997,516","8.42","8.60","8.26","8.60","+","0.19","8.40","8","8.60","5","24.57",
"2443","億麗","6,328,978","604","46,097,203","7.28","7.29","7.10","7.29","+","0.47","7.29","6,758","--","0","",
"2496","卓越","191,000","21","372,450","1.95","1.95","1.95","1.95","-","0.14","--","0","1.95","80","",
"2514","龍邦","750,211","149","14,801,291","19.90","19.90","19.55","19.70"," ","0.00","19.65","14","19.70","40","51.84",
"2904","匯僑","74,249","16","185,575","2.28","2.62","2.28","2.62","+","0.17","2.50","20","2.61","5","29.11",
"3040","遠見","493,081","140","7,084,250","14.45","14.50","14.20","14.25","-","0.15","14.25","34","14.40","86","",
"6184","大豐電","74,465","39","2,758,169","37.00","37.30","36.90","37.00"," ","0.00","36.85","2","37.00","11","9.56",
"9902","台火","307,729","91","2,423,642","7.84","7.98","7.80","7.95","+","0.11","7.90","3","7.95","30","",
"9904","寶成","10,026,740","2,382","317,176,513","31.40","31.80","31.35","31.80","+","0.65","31.75","158","31.80","191","12.72",
"9905","大華","796,030","242","13,828,216","17.05","17.80","16.90","17.40","+","0.50","17.40","1","17.45","19","12.70",
"9907","統一實","13,109,714","2,160","163,200,362","12.20","12.65","12.10","12.60","+","0.50","12.60","100","12.65","386","43.45",
"9910","豐泰","495,858","231","13,433,921","26.80","27.25","26.80","27.20","+","0.50","27.20","11","27.25","42","15.72",
"9911","櫻花","1,081,051","276","8,611,304","7.85","8.12","7.78","7.95","+","0.17","7.95","7","7.98","30","",
"9914","美利達","4,563,978","1,332","163,010,856","36.10","36.50","35.30","36.00"," ","0.00","35.95","2","36.00","350","10.71",
"9915","億豐","800,795","301","24,146,150","30.20","30.25","30.00","30.10","-","0.05","30.10","33","30.15","20","8.83",
"9917","中保科","1,028,097","278","56,760,532","55.90","56.00","54.80","56.00"," ","0.00","55.80","3","56.00","37","14.29",
"9919","康那香","253,849","98","4,141,251","16.50","16.50","16.25","16.45","+","0.15","16.30","15","16.45","19","25.70",
"9921","巨大","134,255","91","6,870,949","51.40","51.40","50.90","51.20","-","0.10","51.20","2","51.30","26","13.09",
"9922","優美","82,751","24","243,628","2.95","2.99","2.91","2.91","-","0.21","2.91","22","3.10","15","145.50",
"9924","福興","119,544","72","3,464,538","29.00","29.10","28.80","28.90","-","0.10","28.90","20","29.00","10","17.00",
"9925","新保","327,064","139","9,577,376","29.05","29.45","29.05","29.30","+","0.30","29.30","187","29.40","19","10.54",
"9927","泰銘","11,090,144","2,438","313,362,838","27.80","28.75","27.55","28.35","+","1.15","28.35","7","28.40","57","11.07",
"9928","中視","335,709","177","5,310,347","16.10","16.10","15.60","15.80","-","0.50","15.80","27","15.90","1","",
"9929","秋雨","62,000","18","312,480","5.04","5.04","5.04","5.04","-","0.37","--","0","5.04","6,100","",
"9930","中聯資源","209,502","91","5,972,306","28.40","28.60","28.40","28.60","+","0.20","28.50","6","28.60","39","8.56",
"9933","中鼎","3,983,872","1,136","99,563,781","25.10","25.20","24.65","24.80","+","0.50","24.80","15","24.85","9","17.46",
"9934","成霖","601,728","268","23,724,642","41.00","41.00","39.15","39.70","+","0.20","39.50","8","39.70","1","19.95",
"9935","慶豐富","514,334","109","4,066,673","7.88","8.02","7.86","7.98","+","0.08","7.88","4","7.98","8","49.88",
"9938","百和","6,407,531","1,383","160,621,704","24.70","25.30","24.60","25.20","+","0.95","25.20","1","25.25","70","13.26",
"9939","宏全","4,150,554","1,261","114,329,736","27.20","27.95","27.05","27.75","+","0.85","27.75","6","27.80","24","17.68",
"9940","信義","14,100","13","1,247,000","88.50","88.50","88.30","88.30","+","0.30","88.30","2","88.50","4","14.72",
"9941","裕融","65,641","30","1,315,420","20.10","20.20","20.00","20.00","-","0.20","20.05","4","20.20","7","15.50",
"9942","茂順","967,850","346","38,977,404","39.00","40.95","39.00","40.50","+","1.70","40.25","1","40.50","17","11.19",
"9944","新麗","3,184,726","797","89,247,490","28.00","28.50","27.30","28.50","+","0.50","28.45","56","28.50","47","8.33",
"9945","潤泰新","23,121,327","5,170","622,721,992","27.60","27.70","26.25","26.90","-","0.70","26.90","39","26.95","6","15.11",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

