"095年08月30日每日收盤行情(電子通路業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"2347","聯強","1,194,727","448","35,430,779","29.05","30.05","29.05","30.05","+","1.00","29.95","23","30.05","9","11.30",
"2403","友尚","507,354","197","6,610,625","12.50","13.20","12.50","12.90","+","0.30","12.90","3","12.95","25","9.70",
"2414","精技","1,734,458","346","21,796,274","12.50","12.70","12.45","12.50","+","0.05","12.50","55","12.55","5","11.90",
"2430","燦坤","1,720,344","108","61,927,302","36.00","36.10","35.90","36.00"," ","0.00","35.90","10","36.00","371","27.91",
"2459","敦吉","5,941,584","1,746","287,437,242","46.90","49.00","46.90","48.30","+","1.70","48.30","26","48.40","192","11.90",
"3010","華立","1,493,025","769","98,633,131","66.10","66.70","65.50","65.80","-","0.10","65.80","28","65.90","4","9.89",
"3020","奇普仕","401,360","93","5,249,105","13.05","13.30","13.00","13.00","-","0.05","12.95","4","13.00","7","",
"3028","增你強","1,726,329","514","34,843,142","19.80","20.40","19.80","20.20","+","0.40","20.20","31","20.25","42","8.31",
"3033","威健","920,547","235","16,661,496","18.00","18.20","18.00","18.10","+","0.10","18.05","33","18.10","17","6.05",
"3036","文曄","1,794,871","521","41,584,233","23.10","23.40","22.80","23.10","+","0.10","23.10","5","23.15","12","15.30",
"3048","益登","353,620","81","4,065,368","11.60","11.65","11.40","11.45","-","0.05","11.45","1","11.50","27","9.46",
"3055","蔚華科","534,255","211","14,664,361","27.50","27.55","27.30","27.30","-","0.05","27.30","28","27.35","1","7.80",
"3702","大聯大","3,546,247","511","41,645,285","11.80","11.90","11.60","11.75","+","0.10","11.70","42","11.75","177","",
"5434","崇越","2,095,654","1,213","171,572,167","80.00","82.60","80.00","81.70","+","1.70","81.70","14","81.80","20","23.01",
"6119","大傳","510,659","157","6,147,840","12.05","12.15","11.90","12.00"," ","0.00","12.00","40","12.05","20","8.05",
"6145","勁永","2,162,424","322","25,571,716","11.30","11.95","11.30","11.95","+","0.75","11.95","1,343","--","0","",
"6189","豐藝","311,223","143","10,310,846","32.50","34.00","32.50","33.10","+","0.75","33.05","22","33.15","1","8.21",
"6281","全國電","109,614","64","3,472,873","31.40","32.00","31.40","31.80","+","0.50","31.80","3","31.85","3","8.30",
"8072","陞泰","435,303","305","62,718,950","143.00","145.00","142.50","144.50","+","2.00","144.50","17","145.00","28","11.31",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

