"095年12月18日每日收盤行情(紡織纖維)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"1402","遠東新","7,491,918","1,789","218,033,281","29.30","29.30","28.90","28.95","-","0.15","28.90","106","28.95","44","13.66",
"1409","新纖","45,810,017","4,954","416,833,117","9.10","9.15","9.05","9.05","-","0.03","9.05","509","9.06","137","16.16",
"1410","南染","674,793","158","6,200,870","9.09","9.27","8.95","9.26","+","0.37","9.23","1","9.27","1","231.50",
"1413","宏洲","2,331,337","275","8,980,142","3.70","3.90","3.70","3.90","+","0.25","3.90","3,600","--","0","",
"1414","東和","2,405,225","348","15,645,288","6.20","6.52","6.16","6.52","+","0.42","6.52","390","--","0","",
"1417","嘉裕","2,083,370","448","15,666,007","7.40","7.60","7.37","7.53","+","0.21","7.51","6","7.53","39","",
"1418","東華","5,298,998","711","34,590,344","6.20","6.58","6.20","6.58","+","0.43","6.57","24","6.58","236","",
"1419","新紡","2,052,898","659","66,026,270","32.20","32.65","31.10","31.80"," ","0.00","31.80","45","31.90","4","318.00",
"1423","利華","1,746,701","317","13,938,210","7.89","8.08","7.85","8.02","+","0.26","7.95","52","8.02","39","18.65",
"1434","福懋","4,354,179","1,029","103,041,335","23.70","23.95","23.35","23.65","+","0.10","23.65","82","23.70","32","11.59",
"1439","中和","223,100","77","2,900,250","13.10","13.10","12.80","13.10","+","0.15","13.00","2","13.15","1","",
"1440","南紡","34,811,041","6,100","570,792,887","16.00","16.75","15.80","16.45","+","0.65","16.45","2","16.50","248","",
"1441","大東","1,482,434","240","10,945,511","7.09","7.46","7.06","7.46","+","0.48","7.46","403","--","0","",
"1443","立益","784,182","146","3,906,205","4.82","5.09","4.82","5.04","+","0.27","4.96","4","5.04","41","",
"1444","力麗","4,164,984","1,146","21,365,207","4.98","5.19","4.98","5.18","+","0.20","5.16","27","5.18","23","",
"1445","大宇","834,085","167","4,441,279","5.10","5.42","5.10","5.39","+","0.29","5.30","1","5.40","111","",
"1446","宏和","406,381","102","1,685,082","4.01","4.19","4.01","4.16","+","0.16","4.15","5","4.16","7","",
"1447","力鵬","4,488,520","781","42,545,538","9.40","9.60","9.30","9.57","+","0.34","9.53","1","9.57","47","22.79",
"1449","佳和","2,387,752","365","9,810,585","4.00","4.17","3.94","4.17","+","0.26","4.12","17","4.17","14","",
"1451","年興","2,503,400","598","48,158,319","19.00","19.40","19.00","19.35","+","0.45","19.30","3","19.35","11","7.68",
"1452","宏益","188,554","820","1,320,400","6.90","7.06","6.90","6.99","+","0.09","6.97","12","7.00","1","",
"1453","大將","90,472","49","362,399","3.90","4.10","3.59","4.01","+","0.16","4.01","3","4.10","17","",
