"095年09月08日每日收盤行情(鋼鐵工業)"
"(元,股)",,,,,,,,,,,"(元,交易單位)",,,,,
"證券代號","證券名稱","成交股數","成交筆數","成交金額","開盤價","最高價","最低價","收盤價","漲跌(+/-)","漲跌價差","最後揭示買價","最後揭示買量","最後揭示賣價","最後揭示賣量","本益比",
"2002","中鋼","26,174,419","4,874","721,663,482","27.65","27.70","27.40","27.50","-","0.20","27.50","916","27.55","519","9.62",
"2002A","中鋼特","19,000","7","580,700","30.60","30.60","30.50","30.50","-","0.10","30.50","1","30.60","8","",
"2006","東和鋼鐵","2,385,708","641","59,508,312","24.85","25.05","24.85","24.90","-","0.10","24.90","93","24.95","69","7.26",
"2007","燁興","1,597,438","249","4,801,624","3.01","3.04","2.98","3.00"," ","0.00","2.98","333","3.00","81","",
"2008","高興昌","114,608","42","581,043","5.07","5.15","5.03","5.09","+","0.02","5.05","10","5.09","4","",
"2009","第一銅","2,345,396","478","27,267,622","11.60","11.70","11.55","11.65","+","0.10","11.65","92","11.70","320","8.03",
"2010","春源","484,225","123","5,810,280","11.95","12.05","11.95","12.00","-","0.05","12.00","4","12.05","91","12.12",
"2012","春雨","157,635","47","1,341,813","8.32","8.54","8.32","8.50","-","0.04","8.50","21","8.53","4","20.73",
"2013","中鋼構","166,673","47","2,187,481","13.10","13.20","13.05","13.10","+","0.05","13.05","1","13.10","5","10.31",
"2014","中鴻","23,361,308","4,594","328,010,012","13.90","14.30","13.80","14.00","+","0.10","13.95","719","14.00","414","",
"2015","豐興","1,070,268","388","31,667,005","29.70","29.70","29.45","29.70"," ","0.00","29.65","22","29.70","31","7.71",
"2017","官田鋼","237,200","44","1,143,744","4.80","4.86","4.80","4.86","+","0.04","4.84","11","4.86","7","",
"2020","美亞","22,000","4","362,800","16.50","16.50","16.40","16.45"," ","0.00","16.45","8","16.50","41","39.17",
"2022","聚亨","697,803","129","3,270,922","4.70","4.75","4.67","4.68","-","0.02","4.68","111","4.70","171","",
"2023","燁輝","2,771,015","632","33,763,611","12.15","12.25","12.15","12.15"," ","0.00","12.15","131","12.20","501","15.78",
"2024","志聯","64,238","25","260,998","4.10","4.10","4.03","4.06","+","0.02","4.05","1","4.06","2","",
"2025","千興","2,634,400","581","25,559,408","9.71","9.79","9.65","9.65","-","0.06","9.65","228","9.67","50","",
"2027","大成鋼","6,719,762","1,678","175,225,543","26.00","26.30","25.85","25.85","+","0.20","25.85","62","25.90","84","9.90",
"2028","威致","1,445,880","181","6,541,850","4.44","4.60","4.44","4.50","+","0.05","4.46","1","4.50","25","",
"2029","盛餘","184,090","71","4,791,399","26.00","26.20","25.80","26.10"," ","0.00","26.05","3","26.10","77","10.20",
"2030","彰源","728,592","210","12,366,186","16.85","17.05","16.85","16.90"," ","0.00","16.85","47","16.90","12","10.12",
"2031","新光鋼","1,305,104","520","24,053,430","18.10","18.70","18.00","18.25","+","0.25","18.25","2","18.40","20","",
"2032","新鋼","508,772","177","8,965,654","17.60","17.95","17.45","17.45"," ","0.00","17.45","5","17.55","2","17.63",
"2033","佳大","30,416","18","223,024","7.35","7.36","7.32","7.32","-","0.04","7.32","8","7.33","3","91.50",
"2034","允強","2,472,064","770","69,381,573","28.00","28.35","27.85","27.85","-","0.25","27.85","5","27.90","7","10.43",
"3004","豐達科","2,000","1","3,700","1.85","1.85","1.85","1.85","+","0.03","1.85","8","1.93","1","",
"備註:"
"漲跌(+/-)欄位符號說明:+/-/X表示漲/跌/不比價。",
"當證券代號為認購(售)權證及認股權憑證時本益比欄位置為結算價；但如為以外國證券或指數為標的之認購(售)權證及履約方式採歐式者，該欄位為空白。",
"除境外指數股票型基金及外國股票第二上市外，餘交易單位皆為千股。",
"本統計資訊含一般、零股、盤後定價、鉅額交易，不含拍賣、標購。",

